Timestamp,Email address,dummy name,Age,Gender,Category,Parental Education,Hometown Area,Family annual income,Guidance from family,Family member in same field,Percentage in 10th,Percentage in 12th ,Medium studied in?,CPI in graduation,Course,College type,Attendance in class,Living arrangement ,Participation in class,Homework submission,Preparation level,Study hours,Educational Technology,Internet Usage,Weekend plans,Study technique,Study environment,Learning style,Study Group Size,Sleeping time,Extracurricular Activities,Your class buddy friend,Relationship Status in last sem,Last Sem CPI
01/08/2024 20:10:31,,Venya,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,yes,Yes,80-90%,Above 90%,"Regional languages (like Bangla, Oriya etc)",6.52,B.tech,NIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,5+,almost sleeping all day,practice by writting,home (self),reading from books,4,12am or before,no,better than you in study,Single,4.0
03/08/2024 20:40:01,,Potato starch,19-25,Female,St/Sc,Secondary (9-12),Rural,Below 1 lakh,yes,No,60-70%,60-70%,English,5.0,Bvoc software development ,"Reputed University (like BHU, DU etc)",80%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from Professor in the class,3,12am or before,no,almost same as you in study,Healthy Relationship,6.738
01/08/2024 12:52:22,,Anurag,19-25,Male,St/Sc,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,no,Yes,80-90%,60-70%,English,5.0,Government employee,IIT,90%,Home,once in a while,2 or more days before due date,100% (class notes + assignments + book's que),2 hours or less,No,1-2 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,3,12am or before,yes,almost same as you in study,Single,4.0
17/08/2024 07:08:26,,K,19-25,Female,General,Tertiary (graduation or above),Rural,5 - 10 lakh,no,No,70-80%,80-90%,English,8.37,B.sc.,Regional and private collages,80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,practice by writting,library (self),from Professor in the class,3,1am,yes,almost same as you in study,Toxic Relationship,10.0
01/08/2024 13:22:36,,Love Pandeya,19-25,Male,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,Yes,70-80%,80-90%,English,9.73,B.tech,Regional and private collages,80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,50% (assignments  or class notes only),2 hours or less,No,2-4 hours,Going out side with friends,practice by writting,home (self),from Professor in the class,4,12am or before,yes,worse than you in study,Single,10.0
03/08/2024 20:03:18,,Tholi,0-18,Male,General,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,Yes,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",6.47,B.tech,IIT,80%,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),5+,No,1-2 hours,Going out side with friends,summarizing and making short notes,home (self),from friends after the class,2,2 am,yes,almost same as you in study,Single,6.984
18/08/2024 09:55:29,,I Sai Ravi Teja,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,2.5 - 5 lakh,yes,Yes,80-90%,80-90%,English,7.4,Bvoc software development ,Regional and private collages,80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,50% (assignments  or class notes only),3-5 hours,No,1-2 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,2,12am or before,yes,better than you in study,Healthy Relationship,7.691
05/08/2024 23:14:19,,Preet maur ,above 25,Female,General,Tertiary (graduation or above),Urban,2.5 - 5 lakh,no,No,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",6.45,B.tech,"Reputed University (like BHU, DU etc)",70%,Hostel room,never,on the due date (night before),80% (Class notes + assignments),2 hours or less,No,1-2 hours,almost sleeping all day,summarizing and making short notes,home (self),from Professor in the class,Alone (don't study in group),12am or before,yes,almost same as you in study,Healthy Relationship,9.637
03/08/2024 17:45:38,,Vikram Singh,above 25,Male,OBC,Tertiary (graduation or above),Urban,2.5 - 5 lakh,yes,No,Above 90%,Above 90%,English,7.05,B.tech,Regional and private collages,90%,Hostel room,never,2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (self),reading from books,Alone (don't study in group),12am or before,yes,almost same as you in study,Toxic Relationship,10.0
02/08/2024 22:50:07,,Xyz,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,No,60-70%,70-80%,English,5.0,MA DEFENCE,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),5+,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from Professor in the class,Alone (don't study in group),1am,yes,almost same as you in study,Healthy Relationship,7.437
02/08/2024 12:48:29,,Roshani,19-25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,no,No,80-90%,60-70%,Hindi,5.0,B.tech,Regional and private collages,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,Yes,1-2 hours,Going out side with friends,summarizing and making short notes,home (group study),reading from books,3,1am,yes,almost same as you in study,Healthy Relationship,4.35
02/08/2024 18:35:57,,Bhawna ,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.89,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,2 or more days before due date,10% (nothing much),2 hours or less,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,4,12am or before,yes,almost same as you in study,Single,4.314
02/08/2024 14:09:53,,Gurpreet Kamboj,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,yes,No,80-90%,80-90%,English,9.73,B.sc.,IIT,80%,PG room,never,2 or more days before due date,10% (nothing much),2 hours or less,No,1-2 hours,Netflix and Chill,summarizing and making short notes,library (group study),from Professor in the class,3,12am or before,yes,almost same as you in study,Toxic Relationship,10.0
02/08/2024 13:57:21,,Naina,19-25,Female,OBC,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,Above 90%,80-90%,English,5.92,M.tech,"Reputed University (like BHU, DU etc)",80%,Hostel room,never,2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,0 hours,Going out side with friends,revising the whole notes without short notes,home (self),from Professor in the class,2,1am,no,almost same as you in study,Single,10.0
03/08/2024 21:44:49,,Yana ,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,no,Yes,Above 90%,80-90%,Hindi,5.01,D.el.ed,IIT,90%,Home,once in a while,missed some homeworks didn't complete,10% (nothing much),3-5 hours,No,2-4 hours,revising the week's study material,practice by writting,library (self),from youtube or some online platforms,2,12am or before,yes,worse than you in study,Single,5.649
02/08/2024 07:12:18,,Teja,19-25,Male,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,No,80-90%,Above 90%,English,5.0,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),5+,No,2-4 hours,almost sleeping all day,summarizing and making short notes,library (self),from Professor in the class,3,3 am or later,no,better than you in study,Healthy Relationship,10.0
01/08/2024 13:24:05,,Sahil,19-25,Female,General,Secondary (9-12),Rural,Below 1 lakh,no,No,70-80%,70-80%,"Regional languages (like Bangla, Oriya etc)",5.99,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),2 hours or less,No,2-4 hours,almost sleeping all day,practice by writting,home (self),reading from books,Alone (don't study in group),12am or before,no,almost same as you in study,Single,6.815
03/08/2024 17:18:55,,Manisha,19-25,Female,General,Tertiary (graduation or above),Urban,1 - 2.5 lakh,no,No,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.0,M.sc.,Regional and private collages,didn't attended classes properly,Home,never,on the due date (night before),80% (Class notes + assignments),5+,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),reading from books,4,12am or before,yes,almost same as you in study,Healthy Relationship,10.0
17/08/2024 07:08:26,,Shruti ,19-25,Male,OBC,Tertiary (graduation or above),Rural,5 - 10 lakh,no,No,80-90%,70-80%,Hindi,9.73,Bvoc software development ,Regional and private collages,70%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),2 hours or less,Yes,1-2 hours,revising the week's study material,revising the whole notes without short notes,home (self),reading from books,3,1am,yes,better than you in study,Healthy Relationship,10.0
03/08/2024 18:59:50,,Shivam Singh,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,Yes,70-80%,Above 90%,English,7.26,D.el.ed,Regional and private collages,didn't attended classes properly,Home,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),5+,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from youtube or some online platforms,Alone (don't study in group),1am,no,almost same as you in study,Single,10.0
17/08/2024 10:52:52,,Ankit,above 25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,80-90%,80-90%,English,5.0,B.ed,Regional and private collages,70%,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),5+,No,1-2 hours,almost sleeping all day,revising the whole notes without short notes,library (group study),reading from books,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,6.871
01/08/2024 13:02:08,,Aarzoo ,19-25,Female,General,Tertiary (graduation or above),Urban,above 10 lakh,no,No,80-90%,80-90%,Hindi,5.0,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),3-5 hours,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from Professor in the class,Alone (don't study in group),2 am,yes,almost same as you in study,Single,10.0
01/08/2024 12:40:49,,DummyNames,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,yes,No,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.0,Cosmetology ,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,2-4 hours,Netflix and Chill,practice by writting,library (self),from friends after the class,Alone (don't study in group),1am,yes,almost same as you in study,Single,9.538
03/08/2024 18:54:16,,Sneha,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,70-80%,80-90%,Hindi,5.0,BA,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,5+,almost sleeping all day,practice by writting,home (self),reading from books,Alone (don't study in group),12am or before,no,better than you in study,Healthy Relationship,4.081
03/08/2024 16:58:49,,Shivangi,19-25,Female,OBC,Tertiary (graduation or above),Rural,5 - 10 lakh,no,No,Above 90%,70-80%,English,6.54,B.tech,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,No,2-4 hours,almost sleeping all day,practice by writting,home (self),from youtube or some online platforms,3,12am or before,yes,almost same as you in study,Healthy Relationship,7.463
01/08/2024 17:16:04,,Aarzoo ,19-25,Male,OBC,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,yes,No,80-90%,80-90%,English,7.54,B.tech,Regional and private collages,80%,PG room,once in a while,2 or more days before due date,50% (assignments  or class notes only),5+,Yes,5+,almost sleeping all day,summarizing and making short notes,home (self),from youtube or some online platforms,4,1am,yes,almost same as you in study,Single,10.0
02/08/2024 08:19:12,,Kesar,19-25,Female,OBC,Secondary (9-12),Rural,Below 1 lakh,no,No,Above 90%,70-80%,English,5.0,I have graduated,IIT,90%,Home,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),5+,Yes,5+,Going out side with friends,revising the whole notes without short notes,library (self),from youtube or some online platforms,3,1am,no,better than you in study,Single,5.986
03/08/2024 13:49:45,,K,19-25,Female,OBC,Secondary (9-12),Rural,5 - 10 lakh,no,No,80-90%,70-80%,Hindi,5.13,B.tech,"Reputed University (like BHU, DU etc)",70%,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,3,12am or before,yes,almost same as you in study,Single,10.0
17/08/2024 10:52:52,,Diksha Sahani ,above 25,Male,OBC,Tertiary (graduation or above),Rural,Below 1 lakh,yes,Yes,Above 90%,Above 90%,English,5.0,B.tech,IIT,90%,Hostel room,frequently (almost daily ),on the due date (night before),50% (assignments  or class notes only),5+,No,2-4 hours,almost sleeping all day,practice by writting,home (self),reading from books,Alone (don't study in group),12am or before,yes,better than you in study,Single,4.408
01/08/2024 22:13:40,,Priya,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,Yes,60-70%,70-80%,English,5.24,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,No,2-4 hours,revising the week's study material,practice by writting,library (self),from Professor in the class,2,1am,yes,almost same as you in study,Single,9.987
01/08/2024 21:59:35,,Sahil,19-25,Male,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,yes,No,Above 90%,70-80%,English,5.0,B.sc.,IIT,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),3-5 hours,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (group study),from Professor in the class,4,12am or before,yes,better than you in study,Single,10.0
